"","symbol","Com.ES","ES.var","Qval","Qpval","tau2","Zval","Pval","FDR","AveFC","propDataset","chr","start","end","biotype","description"
"13","SMO",0.823917173140864,0.00568797315900239,7.65673846903649,0.46769829171408,0,10.924580920093,0,0,0.550528614393254,1,"7",129188633,129213545,"protein_coding","smoothened, frizzled class receptor"
"14","GFAP",0.817413356871611,0.0225302499606486,21.3910283209273,0.00617812920977516,0.108803960206296,5.44576285069451,5.15838258774437e-08,1.55440481453153e-06,0.596280828022332,1,"17",44903159,44916937,"protein_coding","glial fibrillary acidic protein"
"15","ANGPT1",0.799810114186231,0.0217712056489093,20.7393550145359,0.00787300078060038,0.101717921097068,5.42057866913297,5.94064226699942e-08,1.74642695744647e-06,0.541597493974862,1,"8",107249482,107498055,"protein_coding","angiopoietin 1"
"16","NUPR1",0.799004732104274,0.0194003912299058,18.5510461891699,0.0174540930923808,0.084089335506832,5.73646182002612,9.66748303632414e-09,3.56146163359843e-07,0.595509276524147,1,"16",28532708,28539008,"protein_coding","nuclear protein 1, transcriptional regulator"
"17","ITGB5",0.794698388789465,0.0234694222380753,22.3584299999301,0.00429340743612304,0.115541593471239,5.1874166696609,2.13231286405602e-07,5.30332213106147e-06,0.399028681451841,1,"3",124761948,124901418,"protein_coding","integrin subunit beta 5"
"18","ELF1",0.78862864488019,0.0263112238831598,25.2512829611374,0.00140919961194637,0.137860578913511,4.86185522749898,1.16290663432217e-06,2.22734626812735e-05,0.278738796361808,1,"13",40931919,41061440,"protein_coding","E74 like ETS transcription factor 1"
"19","ZHX3",0.780761437603763,0.0343500654446835,33.3258831649009,5.37931025225271e-05,0.204497221643289,4.2126421677281,2.52400750679893e-05,0.000307427249741162,0.272884263783011,1,"20",41178448,41317731,"protein_coding","zinc fingers and homeoboxes 3"
"20","BACE2",0.780342258291833,0.0372234550762895,36.6592340552677,1.3294113807686e-05,0.2297694309274,4.04461124736587,5.24100174270625e-05,0.000568306496923907,0.335990115587753,1,"21",41167801,41282530,"protein_coding","beta-secretase 2"
"21","MCM7",0.777658618478887,0.0300262126539123,29.1351130476113,0.000300241765487443,0.170517685458632,4.48785391256726,7.19442331575948e-06,0.000106364048479214,0.382067043220127,1,"7",100092233,100101940,"protein_coding","minichromosome maintenance complex component 7"
"22","FGR",0.775127448945083,0.0182194963798101,17.4901369799941,0.0253912738575652,0.0752246961708343,5.74255194585418,9.32602572945029e-09,3.48094251714314e-07,0.467593030139033,1,"1",27612064,27635185,"protein_coding","FGR proto-oncogene, Src family tyrosine kinase"
"23","RAB29",0.773017594277126,0.0157825464150039,15.4309396449158,0.0512882459081578,0.0588633478337826,6.15319730541284,7.59362350777337e-10,3.80322679928618e-08,0.352954895618223,1,"1",205767986,205775482,"protein_coding","RAB29, member RAS oncogene family"
"24","FANCC",0.772615725286417,0.0146165499742616,14.4184035985234,0.0714908982577354,0.0503083888899944,6.39059220514267,1.65244484762184e-10,1.00061226841861e-08,0.404690345379565,1,"9",95099054,95426796,"protein_coding","FA complementation group C"
"25","ITPKB",0.769848673238471,0.0297025611973762,28.5288853855687,0.000383459858871564,0.166066411570633,4.46692248287625,7.93528665887777e-06,0.000115398894920006,0.47085151840977,1,"1",226631690,226739323,"protein_coding","inositol-trisphosphate 3-kinase B"
"26","EFNA1",0.769119140469858,0.0226749303470887,21.7784706347267,0.00534320987667073,0.109264461748906,5.10764422400806,3.26200100486673e-07,7.5598356015516e-06,0.38673152388643,1,"1",155127876,155134899,"protein_coding","ephrin A1"
"27","RAB13",0.769069592848144,0.00797856075529812,9.25663117699199,0.321111678544585,0.00987317927487132,8.61000418423626,0,0,0.585813148995935,1,"1",153981617,153986358,"protein_coding","RAB13, member RAS oncogene family"
"28","TBL1X",0.763878649269142,0.022354830385342,21.4078361661421,0.00613943726859873,0.106475445795048,5.10903269520093,3.23812321623151e-07,7.52297762102405e-06,0.408892226308548,1,"X",9463320,9741037,"protein_coding","transducin beta like 1 X-linked"
"29","PIM1",0.762005881485482,0.0250525316467707,24.0902772914019,0.00221325433061422,0.127242342175632,4.81429295143289,1.47721971610615e-06,2.73285647479637e-05,0.354711626609264,1,"6",37170152,37175428,"protein_coding","Pim-1 proto-oncogene, serine/threonine kinase"
"30","ITGB1",0.754636392732594,0.0319986721906587,31.2597215518677,0.000126306265355662,0.186508229045325,4.21863320609276,2.45787744821424e-05,0.000300809744538289,0.296492299350617,1,"10",32887273,33005792,"protein_coding","integrin subunit beta 1"
"31","SERPINB6",0.752011685696576,0.0135408562892723,13.4446044323673,0.0974403181971585,0.042741285955036,6.46251441478341,1.02977404381477e-10,6.54664082268576e-09,0.313223014693339,1,"6",2948159,2972165,"protein_coding","serpin family B member 6"
"32","CXCR4",0.7496743360691,0.0150478807063041,14.7294499122701,0.0646246053978235,0.0529675978939635,6.11131928389468,9.88108483923611e-10,4.86290532445263e-08,0.463443859710287,1,"2",136114349,136119177,"protein_coding","C-X-C motif chemokine receptor 4"
"33","S100A6",0.748774126761262,0.0369822057643389,36.333798463029,1.52536820982409e-05,0.229795881057905,3.89362770993355,9.87561732106457e-05,0.000973923065245257,0.280070231768143,1,"1",153534599,153536244,"protein_coding","S100 calcium binding protein A6"
"34","NIPBL",0.7483085060095,0.0482144843867035,47.7559494930462,1.09996105789216e-07,0.320005505362797,3.40793983141896,0.000654553260020618,0.0045804354262162,0.230882007050015,1,"5",36876769,37066413,"protein_coding","NIPBL cohesin loading factor"
"35","CFLAR",0.744048683442115,0.0314521358748883,30.7512097896683,0.000155570636262832,0.181908402613056,4.19542808350176,2.72356695971698e-05,0.000328128036408625,0.380871977258272,1,"2",201116154,201176687,"protein_coding","CASP8 and FADD like apoptosis regulator"
"36","POLD1",0.739012786792723,0.0178772857429278,17.4024631932304,0.0261806903863571,0.0738692460533967,5.52714886744191,3.25476772200517e-08,1.03329755338827e-06,0.297295674369903,1,"19",50384204,50418018,"protein_coding","DNA polymerase delta 1, catalytic subunit"
"37","ARHGEF10",0.735890825718396,0.0222825766249947,21.5515422463405,0.00581801294968322,0.106835515430349,4.92981570846838,8.23072237476907e-07,1.65477764589896e-05,0.308697826691054,1,"HSCHR8_8_CTG1",7352,142017,"protein_coding","Rho guanine nucleotide exchange factor 10"
"38","YBX1",0.734534487302189,0.0394423657370008,38.5802736777051,5.87976756757363e-06,0.248307673599658,3.69854334982849,0.000216840319874789,0.00186375936431827,0.279675121220907,1,"1",42682418,42703805,"protein_coding","Y-box binding protein 1"
"39","LLGL2",0.734512430521882,0.0150243731855148,14.7752482174548,0.0636657952246809,0.0531510330547112,5.99240239325468,2.06763539623012e-09,9.16699637497293e-08,0.322302348728203,1,"17",75525080,75575209,"protein_coding","LLGL scribble cell polarity complex component 2"
"40","STAT3",0.732144844166354,0.0231123133821683,22.2906020286317,0.00440503908027099,0.113213361872334,4.81587603898542,1.46555487523514e-06,2.71324549269205e-05,0.284769478309313,1,"17",42313324,42388568,"protein_coding","signal transducer and activator of transcription 3"
"41","CTDSP2",0.731040264570882,0.0346992895135234,34.00781629095,4.04943188189546e-05,0.209014950677304,3.92446993779786,8.69209123741665e-05,0.000872735257642626,0.280868052116828,1,"12",57819927,57846729,"protein_coding","CTD small phosphatase 2"
"42","VASP",0.728040815735904,0.0105712597659703,11.1155290398627,0.1952387067171,0.024275407656402,7.08096349093202,1.43152156795168e-12,1.40902622902672e-10,0.374317426649606,1,"19",45506579,45526989,"protein_coding","vasodilator stimulated phosphoprotein"
"43","GMPR",0.728002788039853,0.016511969186938,16.0744592512628,0.0413266861612704,0.0636991937029718,5.66543952103516,1.46648144738748e-08,5.08639612765293e-07,0.538865881849473,1,"6",16238587,16295549,"protein_coding","guanosine monophosphate reductase"
"44","LRRC32",0.727856268184366,0.0178827376066181,17.3972528764011,0.0262283223950969,0.0738984199506966,5.44287830644376,5.24264642809413e-08,1.57421419777861e-06,0.488687026364845,1,"11",76657524,76670747,"protein_coding","leucine rich repeat containing 32"
"45","ROM1",0.725671226989908,0.00792547159433427,9.26397053490753,0.320519553624758,0.00984512784244577,8.15130881205553,4.44089209850063e-16,1.04825613210256e-13,0.369408252637177,1,"11",62611722,62615116,"protein_coding","retinal outer segment membrane protein 1"
"46","SPAG9",0.719961828785348,0.0293582489814462,28.6717527431122,0.000362013659406053,0.165372048606443,4.20188726995909,2.64698946350617e-05,0.00032072101897891,0.224598809959307,1,"17",50962174,51120868,"protein_coding","sperm associated antigen 9"
"47","CFI",0.719675825518693,0.0221728464370356,21.4637689552158,0.00601235174780613,0.105755200881636,4.83310455122019,1.34420145969649e-06,2.52153994201933e-05,0.436689852106537,1,"4",109731008,109802150,"protein_coding","complement factor I"
"48","HBP1",0.71934930202353,0.0333317081630327,32.6559100948954,7.10285338003301e-05,0.196593023247135,3.94013444645185,8.1435956311271e-05,0.000824155154522918,0.236088337837981,1,"HG2266_PATCH",14483,48044,"protein_coding","HMG-box transcription factor 1"
"49","STK38",0.718587081730116,0.0423826109511171,42.7550214255213,9.76832864300683e-07,0.275217158234012,3.49048319706084,0.000482147931315069,0.00358558845187137,0.267550955250809,1,"6",36493882,36547479,"protein_coding","serine/threonine kinase 38"
"50","GEM",0.718452802059326,0.0615615463638851,61.3280523486409,2.55655196687446e-10,0.437264278680844,2.89563276895709,0.00378394923663183,0.0190221781099614,0.337008997068184,1,"8",94249253,94262350,"protein_coding","GTP binding protein overexpressed in skeletal muscle"
"51","APLNR",0.717535283739521,0.0117785986584156,12.0252456865045,0.150081031975803,0.0314478560424836,6.61144591803604,3.80584452841504e-11,2.69506651563568e-09,0.707675736664954,1,"11",57233577,57237250,"protein_coding","apelin receptor"
"52","TSPO",0.713347780097858,0.0154523326642984,15.2284883454778,0.0548519825336299,0.0566561647484997,5.7385780054475,9.5474785855032e-09,3.537281134669e-07,0.339123926537781,1,"22",43151547,43163242,"protein_coding","translocator protein"
"53","IFRD2",0.71255987400971,0.0116188238102167,11.922653175097,0.154688416631254,0.0305245609512259,6.61059087038552,3.82789355768409e-11,2.70317148105376e-09,0.206464080141696,1,"3",50287732,50292918,"protein_coding","interferon related developmental regulator 2"
"54","CEP135",0.707450067466607,0.0184235048612454,17.9280339501417,0.0217725453428368,0.0775219745333295,5.21206310991573,1.8675199076057e-07,4.7325563221528e-06,0.230685954933844,1,"4",55948871,56033361,"protein_coding","centrosomal protein 135"
"55","ITGA5",0.706563211862763,0.00929643665538711,10.172798963148,0.25310661362065,0.0168946188491237,7.32812323901307,2.33368879776208e-13,2.76710365215575e-11,0.451128724361228,1,"12",54395261,54419266,"protein_coding","integrin subunit alpha 5"
"56","KCNE4",0.704581661681031,0.0292806108562231,28.7638391082346,0.000348818619457609,0.162423869021602,4.11757263628552,3.82883871381523e-05,0.000436727451146719,0.439989422018882,1,"2",223052190,223198399,"protein_coding","potassium voltage-gated channel subfamily E regulatory subunit 4"
"57","NFATC3",0.701032942180311,0.0243060767313343,23.853635065398,0.00242490730647905,0.12303446004887,4.49656622505383,6.90596763153195e-06,0.000103161366856026,0.275254768550914,1,"16",68084751,68229259,"protein_coding","nuclear factor of activated T cells 3"
"58","PTTG1IP",0.693881090902281,0.0279192366635934,27.0952192767748,0.000680710983016413,0.152111755697644,4.15272605320869,3.28537950182728e-05,0.000385253816191733,0.293608341255554,1,"21",44849585,44873903,"protein_coding","PTTG1 interacting protein"
"59","SASH1",0.693092719749741,0.0133477418143519,13.4103142512902,0.0984902125699267,0.0420820930411832,5.99911846812087,1.98391592043379e-09,8.85743757611533e-08,0.365237025603615,1,"6",148272304,148552044,"protein_coding","SAM and SH3 domain containing 1"
"60","TCF3",0.692287989201119,0.0425348856109551,42.2391889336471,1.22121295291482e-06,0.274229926890275,3.35671262743329,0.00078875046800353,0.00533849733717508,0.247663810005439,1,"19",1609291,1652615,"protein_coding","transcription factor 3"
"61","PALLD",0.691041954332575,0.0255291166706033,24.9023674166854,0.00161488881933911,0.132749423716437,4.32500407389668,1.52529043495608e-05,0.000200580151692321,0.363472887957477,1,"4",168497052,168928457,"protein_coding","palladin, cytoskeletal associated protein"
"62","ZNF22",0.69091416804144,0.0169192070915501,16.6520423350396,0.0339433160959406,0.0672091178906618,5.31170681132519,1.0860322885442e-07,2.94534267360185e-06,0.2644376175786,1,"10",45000923,45005326,"protein_coding","zinc finger protein 22"
"63","MECOM",0.68981899976413,0.00744204629828846,9.00931046497756,0.341511144345946,0.00778626536086117,7.99629795496196,1.33226762955019e-15,2.80690071736553e-13,0.382464388101044,1,"3",169083499,169663775,"protein_coding","MDS1 and EVI1 complex locus"
"64","SERPINA3",0.687281717752995,0.0254417640752208,24.9201336431818,0.00160374325601309,0.132895362626431,4.30884806832047,1.64107049944739e-05,0.00021279659329813,0.899537964541171,1,"14",94612384,94624055,"protein_coding","serpin family A member 3"
"65","VEZF1",0.686560350455018,0.0370460554993575,36.6309848316621,1.34538493038029e-05,0.230020232737137,3.56703797061811,0.000361039182099621,0.00281294983779512,0.316696329065975,1,"17",57971547,57988259,"protein_coding","vascular endothelial zinc finger 1"
"66","PLOD2",0.686413419649136,0.0281514619764759,27.5616042242883,0.00056520336623828,0.152675368851104,4.09105472193403,4.29415783476106e-05,0.000480577206489832,0.289131156656007,1,"3",146035139,146163725,"protein_coding","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
"67","INVS",0.685719786582099,0.0459538526680974,46.6127879144086,1.81732222795453e-07,0.29996215922318,3.19878991068817,0.00138005697954346,0.00838860099654305,0.172513462492579,1,"9",100099243,100302175,"protein_coding","inversin"
"68","PADI2",0.685128488906298,0.0313051751992396,30.8150636313942,0.000151558340592937,0.180870840387661,3.87225507236977,0.000107833015785319,0.00104626242642625,0.327838652870647,1,"HG1343_HG173_HG459_PATCH",1481961,1534651,"protein_coding","peptidyl arginine deiminase 2"
"69","TEAD2",0.684265357074256,0.0267144136585592,26.3118082363868,0.000928710088237746,0.143595158066094,4.18650611481706,2.83281305193395e-05,0.000340004252038381,0.402635180361432,1,"19",49340595,49362457,"protein_coding","TEA domain transcription factor 2"
"70","ZBTB20",0.683842947488796,0.0210332851441459,20.5954118095398,0.00830348349122714,0.0987736137712011,4.71522930476003,2.41438686465756e-06,4.17570992813536e-05,0.371323889652638,1,"3",114314500,115147292,"protein_coding","zinc finger and BTB domain containing 20"
"71","HOMER3",0.683831727180656,0.04031232420309,39.8870751695344,3.36267325833521e-06,0.257174143202087,3.40588772607354,0.000659492943734019,0.00459985051015358,0.309345961621383,1,"19",18929201,18941261,"protein_coding","homer scaffold protein 3"
"72","HNRNPF",0.683453510216292,0.0246547168458585,24.161776342754,0.00215291522283995,0.125222177528418,4.35270233928817,1.34469667969483e-05,0.000180517917090366,0.225200840943293,1,"10",43385617,43409186,"protein_coding","heterogeneous nuclear ribonucleoprotein F"
"73","RUNX3",0.681871944486983,0.0143367840530849,14.2747926498993,0.074878287129709,0.0487419429061693,5.69477998459631,1.23531114226694e-08,4.36174334484917e-07,0.383644114921838,1,"1",24899511,24965121,"protein_coding","RUNX family transcription factor 3"
"74","TBC1D2B",0.6797195612269,0.024701238466074,24.2988269058525,0.00204169358936524,0.127414625025838,4.32484357587635,1.52640134265525e-05,0.000200580151692321,0.218081208620677,1,"15",77984036,78077724,"protein_coding","TBC1 domain family member 2B"
"75","TCIRG1",0.678812941164177,0.00868954098307965,9.79108005492632,0.279996692716897,0.0138499703219199,7.2820171156348,3.28848059893971e-13,3.69309409289736e-11,0.341342370946796,1,"11",68039025,68050895,"protein_coding","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"76","CRYAB",0.677970564326091,0.0217840477760051,21.3641942249979,0.00624038869935992,0.105134278464548,4.59347701905227,4.35921045238707e-06,6.9196358694087e-05,0.354560016629651,1,"11",111908564,111923722,"protein_coding","crystallin alpha B"
"77","PAPOLA",0.676629740946418,0.00942327028252358,10.3141516244936,0.243665189532872,0.0178926007092655,6.97028055887978,3.16302539715707e-12,2.81940581992046e-10,0.36603265687653,1,"14",96501433,96567116,"protein_coding","poly(A) polymerase alpha"
"78","SORBS1",0.676372658109572,0.0222703146641101,21.749765493955,0.00540113878432974,0.107409953108464,4.53234401699912,5.83327480607743e-06,8.94213317085579e-05,0.341305110635697,1,"10",95311771,95561414,"protein_coding","sorbin and SH3 domain containing 1"
"79","POLR2H",0.674420350522485,0.0172190984038691,16.8844352700539,0.0313351960996688,0.0692889724950741,5.13955434510616,2.75390837245482e-07,6.56738878755759e-06,0.169783530707265,1,"3",184361710,184368596,"protein_coding","RNA polymerase II, I and III subunit H"
"80","MFNG",0.674290977457703,0.00665558363772937,8.55895261055874,0.380855502139208,0.00431582263383249,8.26521729560876,2.22044604925031e-16,5.54959128760179e-14,0.395219581289803,1,"22",37469063,37486393,"protein_coding","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"81","NINJ1",0.671971625180271,0.0106853328261146,11.2465431722688,0.188117212278996,0.0251195677562546,6.50065185402487,7.99726951328239e-11,5.20087733933949e-09,0.269546668362084,1,"9",93121496,93134251,"protein_coding","ninjurin 1"
"82","NFKBIA",0.670832374322678,0.0353878462601182,35.0565027645209,2.61121891427729e-05,0.216839790767344,3.56604605343367,0.000362407712941826,0.00282022910115709,0.353062769015604,1,"14",35401079,35404749,"protein_coding","NFKB inhibitor alpha"
"83","GYPC",0.670055156808236,0.015523600246343,15.2955923498223,0.0536463596129364,0.0568483101571575,5.37791988995674,7.53513282880647e-08,2.15109900565244e-06,0.32750544303043,1,"2",126656133,126696667,"protein_coding","glycophorin C (Gerbich blood group)"
"84","SP1",0.669720067416186,0.0183365883767133,17.8577802271607,0.0223183716351766,0.0768135269555455,4.94577146223639,7.584289691831e-07,1.55423068419492e-05,0.320712564438681,1,"12",53380176,53416446,"protein_coding","Sp1 transcription factor"
"85","EMP3",0.669028105086205,0.0213597014926937,20.9247603455536,0.00735000501710405,0.101086581123464,4.57769415106143,4.70129384022577e-06,7.37198848719155e-05,0.413968146179616,1,"19",48321310,48330559,"protein_coding","epithelial membrane protein 3 (MAM blood group)"
"86","MXI1",0.66791897565577,0.0333946641396842,33.3588080420118,5.30618855450754e-05,0.198270225431682,3.65498199586871,0.000257200026848592,0.00213796178613781,0.246992694559821,1,"10",110207605,110287365,"protein_coding","MAX interactor 1, dimerization protein"
"87","CCL2",0.666197331272432,0.0293820046065765,29.1679110098867,0.000296284533783148,0.164661452136175,3.88653136927923,0.000101686791491806,0.000997564558122013,0.749375770566365,1,"17",34255274,34257208,"protein_coding","C-C motif chemokine ligand 2"
"88","FOXO4",0.664390909175864,0.0190234317575882,18.8735327278499,0.015550824456525,0.0843390844648606,4.81702886779045,1.45711614329969e-06,2.69958298264091e-05,0.379003879941933,1,"X",71095851,71103535,"protein_coding","forkhead box O4"
"89","RGL2",0.663625024333063,0.0221842858507933,21.6607564475682,0.00558463971383429,0.107434888504368,4.45553672759286,8.36835673201364e-06,0.000120459919914864,0.271004129006355,1,"HSCHR6_MHC_DBB_CTG1",4535172,4542842,"protein_coding","ral guanine nucleotide dissociation stimulator like 2"
"90","NFATC4",0.658941471700604,0.0107672718604968,11.3272366805183,0.183837871076932,0.025717257251662,6.35029648453352,2.14900319761568e-10,1.26231655568702e-08,0.322153510579539,1,"14",24365673,24379604,"protein_coding","nuclear factor of activated T cells 4"
"91","SIPA1",0.658387358542909,0.0183987171933853,18.0786028875765,0.0206448476007091,0.0783125602175203,4.85386520579268,1.21078050474566e-06,2.30690787798812e-05,0.402824496941102,1,"11",65638101,65650930,"protein_coding","signal-induced proliferation-associated 1"
"92","PAWR",0.656951238315544,0.0334571761105702,33.5208141287656,4.96043432564944e-05,0.198632108127405,3.59160439564484,0.000328648476310089,0.00261738069558673,0.237321079180279,1,"12",79574979,79690964,"protein_coding","pro-apoptotic WT1 regulator"
"93","NPFF",0.655339334894144,0.0148150872184072,14.8030312137436,0.0630904655965253,0.0528320006543244,5.38411254886535,7.28029412311315e-08,2.08770009089453e-06,0.435686246853731,1,"12",53506688,53507484,"protein_coding","neuropeptide FF-amide peptide precursor"
"94","PRRX1",0.654768109742543,0.0260805415035709,25.6846365730324,0.00118904031577585,0.138029754171428,4.05442449424517,5.02578801853115e-05,0.000550354011840269,0.345791488731488,1,"1",170662728,170739421,"protein_coding","paired related homeobox 1"
"95","BCL6",0.654158448908352,0.036085378986462,35.6743893310371,2.01412938281268e-05,0.221665790210532,3.44363663631783,0.00057394649985576,0.0041297256903254,0.348600391732874,1,"3",187721377,187745725,"protein_coding","BCL6 transcription repressor"
"96","SYNM",0.653801170129018,0.0235280166886913,23.1050659853864,0.00323194041961853,0.11808172903393,4.2623885227673,2.02253401189179e-05,0.000254619553408184,0.301399181582077,1,"15",99098217,99135593,"protein_coding","synemin"
"97","MSN",0.65282695249788,0.0227353054388933,22.2159322339905,0.00453117313361972,0.111036370857384,4.32959905127421,1.49381069598498e-05,0.000197314591050492,0.311222791599813,1,"X",65588377,65741931,"protein_coding","moesin"
"98","TGFB1I1",0.652624638860078,0.0166463875581122,16.4306115593197,0.036615427898057,0.0655045025667461,5.05828697843299,4.23039467678521e-07,9.46613557630368e-06,0.335377881113458,1,"16",31471585,31477960,"protein_coding","transforming growth factor beta 1 induced transcript 1"
"99","SUN2",0.652059110119913,0.0172196959967209,16.9263647805805,0.0308850360833996,0.0692739411589852,4.96905984211642,6.72783061483884e-07,1.40468948291635e-05,0.371670110463771,1,"22",38733290,38794143,"protein_coding","Sad1 and UNC84 domain containing 2"
"100","MCL1",0.650589814139348,0.0191527764332522,18.7821017797633,0.0160694210002758,0.0839069999596692,4.70101232600037,2.58874886283067e-06,4.4291929369223e-05,0.317885568950816,1,"1",150560895,150579738,"protein_coding","MCL1 apoptosis regulator, BCL2 family member"
"101","CALD1",0.649691643677603,0.0183055459423782,17.9525013728903,0.0215854231830257,0.0778398609256941,4.80193125145423,1.5714264836042e-06,2.87717218946792e-05,0.430612232336993,1,"7",134744252,134970729,"protein_coding","caldesmon 1"
"102","SERPINA5",0.648954679394742,0.0167894632151724,16.6566596041915,0.0338895818982669,0.0667759896778473,5.00836489367172,5.48943886791164e-07,1.17697447485006e-05,0.611548989587076,1,"14",94561442,94593118,"protein_coding","serpin family A member 5"
"103","MYO10",0.648889990411282,0.025983086179103,25.7798172938737,0.00114538359116035,0.137991479095544,4.02555447507199,5.68412192678558e-05,0.000608590173370621,0.326641414367511,1,"5",16661907,16936288,"protein_coding","myosin X"
"104","ARHGEF6",0.64786833156408,0.0121404620329511,12.430590089788,0.133001146331308,0.0341638957771181,5.8798892245268,4.10541134421294e-09,1.69901382139644e-07,0.25507990884861,1,"X",136665547,136780932,"protein_coding","Rac/Cdc42 guanine nucleotide exchange factor 6"
"105","TIMELESS",0.647743231649002,0.0221818391413189,21.955917149476,0.00499818849570422,0.109289193446094,4.34914720991686,1.36667951227132e-05,0.000182699322529275,0.232668882875896,1,"12",56416363,56449426,"protein_coding","timeless circadian regulator"
"106","HPS5",0.647311120669536,0.0225964821053722,22.1590034215667,0.00462967492693031,0.109939098792095,4.30618468615851,1.6609440044002e-05,0.000215154702765113,0.200630520037904,1,"11",18278668,18322198,"protein_coding","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2"
"107","TNIP1",0.64676625532307,0.0242621912232838,23.7380559393357,0.0025353004030942,0.123547458419878,4.15223898892862,3.2923816680297e-05,0.000385897406267039,0.165964077655738,1,"5",151029942,151093577,"protein_coding","TNFAIP3 interacting protein 1"
"108","RAPGEF3",0.645668776613601,0.0199704794998107,19.6413789927559,0.011781416528547,0.0905989738203853,4.56894088412928,4.9019500851788e-06,7.62226443000853e-05,0.338104045993103,1,"12",47734363,47771040,"protein_coding","Rap guanine nucleotide exchange factor 3"
"109","HSPB8",0.643991777099236,0.0473486335053362,48.7810764614086,7.00256925664479e-08,0.317053526989917,2.9595562399654,0.00308082463318171,0.0160645249281451,0.294458456943989,1,"12",119171555,119224855,"protein_coding","heat shock protein family B (small) member 8"
"110","CLEC2B",0.643698246465486,0.0148843551119165,14.8523592269925,0.0620806233463159,0.0530376791884612,5.27615219444492,1.31924536628247e-07,3.5105972988141e-06,0.432649359202005,1,"12",9852369,9869386,"protein_coding","C-type lectin domain family 2 member B"
"111","SLC39A1",0.640943748850216,0.0254414435460062,24.8890436976896,0.00162329684874936,0.132126171042679,4.01836184470946,5.86041539625271e-05,0.000624908353145129,0.243339400804732,1,"1",153959099,153968184,"protein_coding","solute carrier family 39 member 1"
"112","PLXNB1",0.640821121894455,0.0249265368362922,24.4945018539521,0.00189252341913113,0.128937618628297,4.05887658162476,4.93093645843601e-05,0.000541829151443574,0.361177999168118,1,"3",48403854,48430086,"protein_coding","plexin B1"
