"","symbol","Com.ES","ES.var","Qval","Qpval","tau2","Zval","Pval","FDR","AveFC","propDataset","chr","start","end","biotype","description"
"14","RCAN2",-0.839597598499703,0.027265935048616,26.0150642209746,0.00104408375091209,0.146777709309468,-5.08464913362235,3.68306281028907e-07,8.37576451585186e-06,-0.430944485629306,1,"6",46220736,46491972,"protein_coding","regulator of calcineurin 2"
"15","WASF1",-0.824831034869997,0.0178557945541902,17.119298648803,0.0288905300852187,0.0730258920935907,-6.17270330819712,6.71321220835353e-10,3.40238407211842e-08,-0.494018461396982,1,"6",110099819,110180004,"protein_coding","WASP family member 1"
"16","RBP4",-0.824781283937331,0.0235310070503453,22.4693873202555,0.00411666223405276,0.116473336763932,-5.37673386279048,7.5849160507957e-08,2.16047223332888e-06,-0.622626748504177,1,"10",93591687,93601744,"protein_coding","retinol binding protein 4"
"17","BEX3",-0.821165545424709,0.0220557891555762,21.0069960439396,0.00712886849431176,0.103790743404545,-5.52929063375511,3.2152827955656e-08,1.02203496642586e-06,-0.326321438014277,1,"X",103376395,103378164,"protein_coding","brain expressed X-linked 3"
"18","RIMS1",-0.820388931292566,0.0946664016999895,98.5290041500843,8.52812794742766e-18,0.729186204346205,-2.66637885950403,0.00766732334577447,0.033223065898391,-0.359090746857086,1,"6",71886550,72403150,"protein_coding","regulating synaptic membrane exocytosis 1"
"19","MPPED2",-0.820181792188493,0.0203881146914315,19.4805872892579,0.0124903467062052,0.0924670815510343,-5.7440946808027,9.24140719504862e-09,3.45441632878848e-07,-0.335085991714568,1,"11",30384493,30586872,"protein_coding","metallophosphoesterase domain containing 2"
"20","NMNAT2",-0.819937281468824,0.0208696052487799,19.8350472621775,0.010978465259254,0.094280578070715,-5.67575338009161,1.3807958998413e-08,4.8419023211354e-07,-0.699986358191787,1,"1",183248237,183418380,"protein_coding","nicotinamide nucleotide adenylyltransferase 2"
"21","DGKB",-0.816403983826586,0.0112782512835297,11.5238564656585,0.173745705177725,0.0279383987373781,-7.68748412571709,1.50990331349021e-14,2.34707104700037e-12,-0.637196193200022,1,"7",14145049,14974777,"protein_coding","diacylglycerol kinase beta"
"22","CRYM",-0.81523934317786,0.0180295930346767,17.330350583334,0.0268472081029513,0.0744228739527414,-6.07144644376544,1.26763244345796e-09,5.98439886686549e-08,-0.794515835614167,1,"16",21238874,21303083,"protein_coding","crystallin mu"
"23","ME3",-0.813829526664874,0.020731588213825,19.8649634688116,0.0108591914398588,0.0948396662866164,-5.65219524698189,1.58411499473488e-08,5.44991141171068e-07,-0.291280781953195,1,"11",86441108,86672636,"protein_coding","malic enzyme 3"
"24","UBE2N",-0.811865613758854,0.0172411645556839,16.64818307406,0.0339882897771848,0.0687016858324766,-6.18302281411635,6.28856300366465e-10,3.21916338659484e-08,-0.487928320984057,1,"12",93405673,93441947,"protein_coding","ubiquitin conjugating enzyme E2 N"
"25","ATXN10",-0.810159460965062,0.0199054724648574,19.156064447431,0.0140469302372661,0.0889641865191708,-5.74227864540906,9.34109434247432e-09,3.48146956246634e-07,-0.242752020283236,1,"22",45671798,45845307,"protein_coding","ataxin 10"
"26","SST",-0.805135760908799,0.0310356220165337,29.7395709411883,0.000234992245276585,0.177090639855342,-4.57023876520561,4.87168853258169e-06,7.58668025419089e-05,-0.980482652557827,1,"3",187668912,187670394,"protein_coding","somatostatin"
"27","SRD5A1",-0.797838008728386,0.00847353818186276,9.57332355010108,0.296258261806563,0.0123382094701149,-8.66727001923805,0,0,-0.391528517058283,1,"5",6633290,6676539,"protein_coding","steroid 5 alpha-reductase 1"
"28","SYNGR3",-0.796991203373253,0.025252555576053,24.1510625770389,0.0021618538133998,0.128952572344975,-5.01534554482797,5.29382373937182e-07,1.14466029336561e-05,-0.548548938451996,1,"HG401_PATCH",55808,60423,"protein_coding","synaptogyrin 3"
"29","SUB1",-0.795072291558645,0.0252994819952349,24.2678698842055,0.0020663173235628,0.129865605252944,-4.99862784261397,5.77397196943608e-07,1.22765527453573e-05,-0.353923752270083,1,"5",32531633,32604507,"protein_coding","SUB1 regulator of transcription"
"30","PPP1R2",-0.792909187270849,0.0153985272393834,15.0294230103855,0.0585758665298301,0.0558934401210495,-6.38974986025093,1.6615731013303e-10,1.00375552303823e-08,-0.457138331897707,1,"3",195514428,195543386,"protein_coding","protein phosphatase 1 regulatory inhibitor subunit 2"
"31","KCNV1",-0.791362105164404,0.0157873699669404,15.3740785183909,0.0522670843277492,0.0584915384978983,-6.29825669125569,3.0101166004215e-10,1.70526449987878e-08,-0.80428520751186,1,"8",109963636,109975771,"protein_coding","potassium voltage-gated channel modifier subfamily V member 1"
"32","TUBB2A",-0.790098735723104,0.0308102194775946,29.9214209095551,0.000218246403531086,0.175653977273269,-4.50125866952522,6.75522349946611e-06,0.000101635514733792,-0.521225938935407,1,"6",3153497,3157544,"protein_coding","tubulin beta 2A class IIa"
"33","KIFAP3",-0.787465369580941,0.0148922941114022,14.5098772430017,0.0694060942006805,0.0513092412178718,-6.4528365052043,1.09775744050467e-10,6.89288926866636e-09,-0.474023578916397,1,"1",169921326,170085208,"protein_coding","kinesin associated protein 3"
"34","CLIP3",-0.784886019906467,0.0424263327299692,41.7085087419609,1.53592928950595e-06,0.273030194173679,-3.81056037345398,0.000138652145193818,0.00129002158300219,-0.286451914268259,1,"19",36014660,36033343,"protein_coding","CAP-Gly domain containing linker protein 3"
"35","ICAM5",-0.784395371976357,0.0359770019774672,34.8269404691096,2.87504940364439e-05,0.21705619238039,-4.13544774582703,3.54263222905882e-05,0.000411714800532962,-0.490432856284493,1,"19",10289952,10296778,"protein_coding","intercellular adhesion molecule 5"
"36","MDH2",-0.784247176946698,0.012585921466293,12.6063324321055,0.12613147616986,0.0363015280738464,-6.99053565711387,2.73847611254041e-12,2.51122199773355e-10,-0.313840606174352,1,"7",76048051,76067508,"protein_coding","malate dehydrogenase 2"
"37","HPRT1",-0.779913464832242,0.0132489253313077,13.1902858151382,0.105468029279109,0.0408556624423052,-6.77573000298543,1.23778765015459e-11,9.89182462864918e-10,-0.738718844695304,1,"X",134460165,134520513,"protein_coding","hypoxanthine phosphoribosyltransferase 1"
"38","EMC1",-0.779120703520596,0.0164564071033649,16.0068596997958,0.0422820337833131,0.0627868111990949,-6.0734747980541,1.25171650822153e-09,5.93122842826981e-08,-0.206545852766652,1,"1",19215660,19251552,"protein_coding","ER membrane protein complex subunit 1"
"39","ATP6AP2",-0.777250931077575,0.0103954340064157,10.9456419250836,0.204798268302231,0.0230572359052507,-7.62324606225157,2.46469511466785e-14,3.54985720667952e-12,-0.379447461980041,1,"X",40579372,40606848,"protein_coding","ATPase H+ transporting accessory protein 2"
"40","AP1S1",-0.769815952660783,0.0230318676304093,22.2190189907154,0.00452589048410041,0.112282434819759,-5.07250318809259,3.92616555933145e-07,8.86534442905551e-06,-0.39919586710009,1,"7",101154456,101161596,"protein_coding","adaptor related protein complex 1 subunit sigma 1"
"41","PACSIN1",-0.769076253935212,0.0279362757882027,26.7211120118463,0.000789783404884505,0.151358496502918,-4.60134871340144,4.19763988568356e-06,6.69652275380043e-05,-0.522385844272612,1,"6",34466061,34535229,"protein_coding","protein kinase C and casein kinase substrate in neurons 1"
"42","MTX2",-0.76848448310318,0.0089300495567056,9.92495356406206,0.270332772592911,0.014989798750131,-8.13220219820539,4.44089209850063e-16,1.04825613210256e-13,-0.418940994764779,1,"2",176269395,176338025,"protein_coding","metaxin 2"
"43","HSPB3",-0.76768824133133,0.0352298349509985,34.1187296765483,3.86625810302701e-05,0.214864094873296,-4.09005910787896,4.31263270113114e-05,0.000482413099824204,-0.618262670083853,1,"5",54455699,54456377,"protein_coding","heat shock protein family B (small) member 3"
"44","CHRM1",-0.765989595901242,0.0101956085687229,10.7709616776818,0.215017578827774,0.0217788669379104,-7.58606036176175,3.30846461338297e-14,4.65981703806475e-12,-0.612630022845531,1,"11",62908679,62921807,"protein_coding","cholinergic receptor muscarinic 1"
"45","ATP6V1E1",-0.765785161438466,0.0247606654965603,23.7942438430582,0.00248103764145054,0.126463968667776,-4.86660155157016,1.13533597878579e-06,2.17945181530016e-05,-0.370796024220891,1,"22",17592136,17628749,"protein_coding","ATPase H+ transporting V1 subunit E1"
"46","SORCS3",-0.765044396397462,0.0303324063341136,29.2748995343028,0.000283728464639063,0.171444824651203,-4.3927168085863,1.11942903069373e-05,0.000153924510676781,-0.334799442917061,1,"10",104641290,105265242,"protein_coding","sortilin related VPS10 domain containing receptor 3"
"47","ARF5",-0.76284672398518,0.0265509920877509,25.5770684907872,0.00124033379853047,0.14167150764021,-4.68162807514099,2.84605495703971e-06,4.82321081511432e-05,-0.298856337667065,1,"7",127588386,127591700,"protein_coding","ADP ribosylation factor 5"
"48","PPP2R1A",-0.762760345413788,0.0162871671162752,15.8130449846811,0.0451355330619392,0.0617598414676509,-5.9767533065273,2.27628493831844e-09,1.00396768049398e-07,-0.325566229910833,1,"19",52170936,52229518,"protein_coding","protein phosphatase 2 scaffold subunit Aalpha"
"49","STXBP1",-0.761626330136452,0.0222670664242316,21.3630042698039,0.00624316352701039,0.106349837304358,-5.10399743284303,3.32552785531348e-07,7.69307455676103e-06,-0.628408503762368,1,"9",127579370,127696027,"protein_coding","syntaxin binding protein 1"
"50","BNIP3",-0.761056874514722,0.0220715471335997,21.3209297386604,0.00634204298121695,0.105493341949211,-5.12272125317964,3.01157393245433e-07,7.04349121651909e-06,-0.229749662067615,1,"10",131967684,131981967,"protein_coding","BCL2 interacting protein 3"
"51","SLC25A14",-0.760291921124337,0.0109037982027993,11.3615111524281,0.182044614944855,0.0262578171367905,-7.28100740925335,3.31290550548147e-13,3.7042061425982e-11,-0.313113653554715,1,"X",130339888,130373361,"protein_coding","solute carrier family 25 member 14"
"52","ADAM23",-0.758642441353353,0.013801616258668,13.6719456617181,0.0907270242320753,0.0446063787094981,-6.45761517963072,1.06365805052633e-10,6.72849495832945e-09,-0.487591780990846,1,"2",206443532,206621127,"protein_coding","ADAM metallopeptidase domain 23"
"53","PRKAR1B",-0.758379788110464,0.0322426838306385,31.4641562624033,0.000116133127176605,0.186462643890289,-4.2234869597126,2.40551294947711e-05,0.00029510943994716,-0.409561129745535,1,"7",549197,727650,"protein_coding","protein kinase cAMP-dependent type I regulatory subunit beta"
"54","KCNB2",-0.758207565195395,0.0312015663756176,30.0256403535263,0.000209183809529378,0.178219071551755,-4.29239731877789,1.76754296825621e-05,0.000226545866715714,-0.580967560348409,1,"8",72537225,72938349,"protein_coding","potassium voltage-gated channel subfamily B member 2"
"55","NPTN",-0.757806110592231,0.0187351169024986,18.049019210996,0.0208619696594169,0.0792356442016272,-5.53643109586734,3.08697203355024e-08,9.89889032091777e-07,-0.35552442010755,1,"15",73560014,73634134,"protein_coding","neuroplastin"
"56","BSCL2",-0.755578548603656,0.00805782760382587,9.32762204796592,0.31541637777164,0.0103804073924061,-8.41725789709248,0,0,-0.387224106017659,1,"11",62689289,62709845,"protein_coding","BSCL2 lipid droplet biogenesis associated, seipin"
"57","SNCB",-0.755468614302458,0.0296618829780562,28.8851918646656,0.00033214840219384,0.164692238966111,-4.38648923448203,1.15194863632428e-05,0.000157687729979451,-0.461399581516137,1,"5",176620082,176630556,"protein_coding","synuclein beta"
"58","FGF13",-0.755017378129915,0.0227001389431643,21.8097063022748,0.00528085481489311,0.109740851495637,-5.01121100888159,5.40885650934797e-07,1.16165104458979e-05,-0.472893074109724,1,"X",138614727,139222777,"protein_coding","fibroblast growth factor 13"
"59","CCKBR",-0.75482468279729,0.0380902410747425,36.8159003202898,1.24416993220256e-05,0.236413173316493,-3.86757934774537,0.000109921067008578,0.00106346025094865,-0.572612282697063,1,"11",6259806,6272127,"protein_coding","cholecystokinin B receptor"
"60","PTPRN2",-0.754816043196614,0.034257751493107,33.1200148216075,5.8595828449871e-05,0.202975880420067,-4.07813590768511,4.53982274397635e-05,0.000504716570654927,-0.387852073933685,1,"HSCHR7_1_CTG7",53097,186331,"protein_coding","protein tyrosine phosphatase receptor type N2"
"61","ENTPD6",-0.754687114148233,0.0271329332536513,26.3105329884399,0.000929178195966642,0.1451597699875,-4.58161467845552,4.61399467499568e-06,7.27976459775319e-05,-0.31951270299427,1,"20",25195693,25228075,"protein_coding","ectonucleoside triphosphate diphosphohydrolase 6"
"62","PCSK1N",-0.752644083964826,0.0128126687941154,12.8192423510837,0.118222099596707,0.0377444510359596,-6.64920698391176,2.94675395196009e-11,2.13413632094655e-09,-0.422204357309859,1,"X",48831096,48835610,"protein_coding","proprotein convertase subtilisin/kexin type 1 inhibitor"
"63","VGF",-0.752009867784425,0.0494110693574546,48.1110131453122,9.40827380975391e-08,0.331668048849318,-3.38307334102334,0.000716794875058824,0.00494382283304721,-0.742128560700946,1,"7",101162509,101165569,"protein_coding","VGF nerve growth factor inducible"
"64","MRPL15",-0.750213234701458,0.022854024116969,22.0951349327756,0.00474264526187747,0.112398704012959,-4.96253269086804,6.95798506589185e-07,1.44446183456662e-05,-0.300012530224162,1,"8",54135241,54148514,"protein_coding","mitochondrial ribosomal protein L15"
"65","ZNHIT3",-0.749922629550722,0.00561064068150536,7.63277508135922,0.470137954174098,0,-10.0117554028586,0,0,-0.228543390637096,1,"HSCHR17_7_CTG4",721533,734214,"protein_coding","zinc finger HIT-type containing 3"
"66","BZW2",-0.74982393394729,0.0467660805601666,47.5391823649396,1.20998017068935e-07,0.315082633434294,-3.46731910052864,0.000525677439180861,0.00384978309596026,-0.284986733366778,1,"7",16646131,16706523,"protein_coding","basic leucine zipper and W2 domains 2"
"67","AP3B2",-0.746240278158014,0.0196823012291243,19.0146007834217,0.0147817572658242,0.0866239202213207,-5.31913177025971,1.04263604194799e-07,2.84581591192505e-06,-0.483517256487269,1,"15",82659281,82710112,"protein_coding","adaptor related protein complex 3 subunit beta 2"
"68","TUSC2",-0.742442170096421,0.0208925173707961,20.1935590086539,0.00962804018999112,0.0961953446155898,-5.13649944485396,2.79903177080598e-07,6.6620530557305e-06,-0.2467457343096,1,"3",50320027,50328251,"protein_coding","tumor suppressor 2, mitochondrial calcium regulator"
"69","PFN2",-0.742377296551808,0.0279608604168182,27.167217313362,0.000661479979211476,0.15236034302137,-4.43965697398072,9.01023751720409e-06,0.000128826688180642,-0.380343970554659,1,"3",149964904,150050788,"protein_coding","profilin 2"
"70","PSMG1",-0.742037108429765,0.00958305608074805,10.3681469146245,0.24013140651614,0.0184886355994408,-7.58007686466929,3.46389583683049e-14,4.85192838287471e-12,-0.408818128440369,1,"21",39174769,39183488,"protein_coding","proteasome assembly chaperone 1"
"71","ARHGEF9",-0.740760566991691,0.0194895647909696,18.8970928157524,0.0154197899309651,0.0863007773091859,-5.30611654598989,1.11985372530654e-07,3.02099799145393e-06,-0.370830770858018,1,"X",63634967,63809274,"protein_coding","Cdc42 guanine nucleotide exchange factor 9"
"72","OLA1",-0.73998283528431,0.0124844819351077,12.6203965953669,0.125595212493513,0.0361955658870461,-6.62271983601024,3.52649021095885e-11,2.51119594826743e-09,-0.326608107200338,1,"2",174072447,174248599,"protein_coding","Obg like ATPase 1"
"73","EHD3",-0.739650295710798,0.01205017730299,12.2083946464228,0.142145219282295,0.032950674209184,-6.73797998666222,1.60602642296226e-11,1.23961639744582e-09,-0.392545944451524,1,"2",31234152,31269451,"protein_coding","EH domain containing 3"
"74","RPH3A",-0.738556265433905,0.0262447660288187,25.3562794420311,0.00135246584794952,0.13823116824401,-4.55892275872301,5.1416676178917e-06,7.94403227775231e-05,-0.629479634132901,1,"12",112570380,112898881,"protein_coding","rabphilin 3A"
"75","PNMA2",-0.737740614075907,0.00750603542015316,9.01310717160515,0.341191456714593,0.00786507927353009,-8.51526931638518,0,0,-0.666939649044262,1,"8",26504701,26514092,"protein_coding","PNMA family member 2"
"76","ATP6V1G2",-0.737583182593031,0.0213184099005028,20.4993300391943,0.0086032985124823,0.0991307947007531,-5.05165405511314,4.38000461233656e-07,9.71796845798921e-06,-0.554211799049755,1,"HSCHR6_MHC_MANN_CTG1",2849515,2851897,"protein_coding","ATPase H+ transporting V1 subunit G2"
"77","GPI",-0.73455588876488,0.0185836194229098,17.9997602140181,0.0212282840851734,0.0787637031539668,-5.38839833514645,7.10883565346876e-08,2.04312905652626e-06,-0.359545885439456,1,"19",34359480,34402413,"protein_coding","glucose-6-phosphate isomerase"
"78","SYP",-0.730407591237215,0.0253721622976609,24.4529798806368,0.00192326362747459,0.130981334859536,-4.58549831135223,4.52904935643872e-06,7.16247240965833e-05,-0.730953849471126,1,"X",49187815,49200218,"protein_coding","synaptophysin"
"79","UBE2V2",-0.72917114627791,0.0407078505016903,39.8714037537779,3.38534117327712e-06,0.257669388238544,-3.61401865160109,0.000301487359027908,0.00243530330915667,-0.284345449275122,1,"8",48008415,48064708,"protein_coding","ubiquitin conjugating enzyme E2 V2"
"80","FKBP1B",-0.728846512554787,0.0290349826234489,28.2667230163392,0.000426101836846343,0.162173683681184,-4.27735498749123,1.89127080210127e-05,0.000240230027692914,-0.3468094571414,1,"2",24049701,24063681,"protein_coding","FKBP prolyl isomerase 1B"
"81","SEZ6L2",-0.728724095379168,0.0206187650521198,20.0618881216111,0.0101044264026899,0.0942920818427356,-5.07495043249755,3.87597026474396e-07,8.77532060027688e-06,-0.479440195805482,1,"16",29871159,29899550,"protein_coding","seizure related 6 homolog like 2"
"82","ARF3",-0.727828105641277,0.0300471475859076,29.0207011502596,0.000314456493348607,0.168164143023279,-4.19881941914296,2.68310177284903e-05,0.000324025440801081,-0.323520468833205,1,"12",48935723,48957487,"protein_coding","ADP ribosylation factor 3"
"83","TARBP1",-0.727505392963881,0.027573035776593,26.7136709161372,0.000792117615949857,0.150149058717394,-4.38120853364596,1.18022845936316e-05,0.000160896064783664,-0.397475442891352,1,"1",234391313,234479179,"protein_coding","TAR (HIV-1) RNA binding protein 1"
"84","UCHL1",-0.726935321614812,0.0150645788147879,14.8454118815053,0.0622219534833022,0.0535906888929094,-5.92266644666778,3.16762926999559e-09,1.34811974924871e-07,-0.658837491895906,1,"4",41256413,41268455,"protein_coding","ubiquitin C-terminal hydrolase L1"
"85","NIPSNAP1",-0.726780818866011,0.0261908873202733,25.3451047912696,0.0013583964619398,0.137590538813333,-4.49084794778729,7.09401826415323e-06,0.000105266477071047,-0.266051691333701,1,"22",29554808,29581327,"protein_coding","nipsnap homolog 1"
"86","PRKCG",-0.724325568893174,0.0391541056660632,38.4097650687808,6.32306386993862e-06,0.245899172342131,-3.66054004230202,0.000251684215770487,0.00210435740001214,-0.549353238197431,1,"19",53879190,53907652,"protein_coding","protein kinase C gamma"
"87","BASP1",-0.723920237179293,0.0238061350059317,22.9345427518968,0.00344931018340209,0.118227834986493,-4.69187325194615,2.70714831818175e-06,4.61010902307331e-05,-0.544248811823205,1,"5",17065598,17276843,"protein_coding","brain abundant membrane attached signal protein 1"
"88","CACNB1",-0.72332614248374,0.0247465277532189,23.899481744353,0.00238242303459366,0.126503872888149,-4.59808532832135,4.2639136985656e-06,6.78526541307946e-05,-0.406603483166909,1,"17",39173453,39197702,"protein_coding","calcium voltage-gated channel auxiliary subunit beta 1"
"89","PCMT1",-0.723122570658534,0.014741256478854,14.542789173224,0.0686695507731894,0.051065867676788,-5.95586254402569,2.58703702904484e-09,1.12353211211993e-07,-0.364594267928889,1,"6",149749444,149811420,"protein_coding","protein-L-isoaspartate (D-aspartate) O-methyltransferase"
"90","MAGED1",-0.722440292798627,0.0251769501196284,24.4556003662883,0.0019213093144728,0.130258545833932,-4.55302882935494,5.28790233533805e-06,8.15514181698565e-05,-0.316082383855435,1,"X",51803007,51902354,"protein_coding","MAGE family member D1"
"91","LDB2",-0.719149744368307,0.0257637427456998,25.1863986631233,0.00144541163076865,0.136789148117498,-4.48038003599595,7.45102498900252e-06,0.000109543817788144,-0.544010889973449,1,"4",16501541,16898678,"protein_coding","LIM domain binding 2"
"92","GNG3",-0.718945717579714,0.0323912240920192,31.3618949178785,0.000121116783887206,0.188141504810814,-3.99468391483585,6.47806189937317e-05,0.000681011265982351,-0.540391651316609,1,"11",62707676,62712083,"protein_coding","G protein subunit gamma 3"
"93","GLMN",-0.717007653296001,0.0154485052112204,15.2068640789279,0.0552457496401414,0.0566055701879836,-5.768734606373,7.98689669956332e-09,3.05061763664886e-07,-0.32454271100199,1,"1",92246402,92298987,"protein_coding","glomulin, FKBP associated protein"
"94","SCG5",-0.716115435888768,0.0153410674301008,15.0758948784272,0.0576864233285647,0.0553602682887615,-5.78169590401584,7.3951296197805e-09,2.86075932317245e-07,-0.591198696031541,1,"15",32641676,32697098,"protein_coding","secretogranin V"
"95","KCNIP1",-0.714893141028207,0.0448163566585177,45.4707265222309,2.99615814489723e-07,0.295451062814443,-3.37693620615869,0.000732980478164169,0.00503662299995665,-0.310146269915472,1,"5",170353487,170736632,"protein_coding","potassium voltage-gated channel interacting protein 1"
"96","ARL6IP1",-0.713988254325688,0.0137728233167378,13.7679873833462,0.088016798068405,0.0449497170510102,-6.0838651495267,1.17319287618045e-09,5.63243050705617e-08,-0.317611384162332,1,"16",18791609,18801572,"protein_coding","ADP ribosylation factor like GTPase 6 interacting protein 1"
"97","CRH",-0.713375573643695,0.0268433687058287,26.076793782129,0.00101898513347031,0.14510257339517,-4.3541133066658,1.33606593046842e-05,0.000179737882667185,-0.721038701878559,1,"8",66176376,66178464,"protein_coding","corticotropin releasing hormone"
"98","THYN1",-0.713219318409339,0.015593408274202,15.358845584722,0.0525322085944048,0.0577039802138213,-5.7115314571348,1.11963995852449e-08,4.02013823417814e-07,-0.241234271400398,1,"11",134248279,134253370,"protein_coding","thymocyte nuclear protein 1"
"99","THY1",-0.711005060514574,0.0195913680669274,19.0190516138286,0.0147580908427642,0.0865067412556291,-5.07972626607146,3.77979097798686e-07,8.57279460870277e-06,-0.597404356684599,1,"11",119415476,119424985,"protein_coding","Thy-1 cell surface antigen"
"100","AGPAT1",-0.71090454518549,0.0225320698292483,21.7937547550454,0.00531261034936561,0.108371670364679,-4.73598967238807,2.17988688899773e-06,3.81674838332549e-05,-0.146345163302588,1,"HSCHR6_MHC_MCF_CTG1",3510233,3520117,"protein_coding","1-acylglycerol-3-phosphate O-acyltransferase 1"
"101","WASL",-0.710260014178091,0.0122128577753909,12.4317711268418,0.132953925584714,0.0345683531590972,-6.42700615628879,1.30141453169585e-10,8.04756740557961e-09,-0.316300829620007,1,"7",123681943,123749003,"protein_coding","WASP like actin nucleation promoting factor"
"102","AP3M2",-0.709260819884485,0.0122999953529028,12.5181131190971,0.129540631780561,0.0350213714831109,-6.39519065158417,1.60347068955957e-10,9.75591367277856e-09,-0.284467609929462,1,"8",42152946,42171673,"protein_coding","adaptor related protein complex 3 subunit mu 2"
"103","HPCA",-0.7087166695093,0.0389340448459578,37.7525225552249,8.36357444284183e-06,0.242781178475973,-3.59176476224133,0.000328446262156001,0.00261658767535717,-0.595005794836723,1,"1",32885994,32898441,"protein_coding","hippocalcin"
"104","MEF2C",-0.708209706912192,0.00556921153830952,7.03089817284907,0.533302687932077,0,-9.48997389777134,0,0,-0.526762166045563,1,"5",88717117,88904257,"protein_coding","myocyte enhancer factor 2C"
"105","SHANK2",-0.706490469382236,0.0134759713575138,13.506247577151,0.0955778295209787,0.043116934477587,-6.08592040242029,1.15823972635098e-09,5.5816645262506e-08,-0.342806534522116,1,"11",70467854,71252577,"protein_coding","SH3 and multiple ankyrin repeat domains 2"
"106","SPCS1",-0.705955980448928,0.0202714335029223,19.7556963304576,0.0113009241675804,0.0926084604428935,-4.95832958217663,7.11018690813248e-07,1.46769226598398e-05,-0.277019586005264,1,"3",52704955,52711148,"protein_coding","signal peptidase complex subunit 1"
"107","PSMB4",-0.703599551910586,0.00624910935551489,8.33719437328407,0.401244082985083,0.00259848958644881,-8.90054277898724,0,0,-0.198713346113697,1,"1",151399560,151401937,"protein_coding","proteasome 20S subunit beta 4"
"108","PCDH8",-0.703300587289346,0.0336293687710658,32.9246214873058,6.35442837667109e-05,0.19942440397139,-3.83514353205468,0.000125490989027366,0.00118794719022452,-0.561885868110598,1,"13",52842889,52848641,"protein_coding","protocadherin 8"
"109","CDK20",-0.703173161369934,0.0128273622072032,12.9225410819733,0.114542663222766,0.0382100224378103,-6.20859895158536,5.34590594014617e-10,2.79842258998247e-08,-0.340691002188792,1,"9",87966441,87974753,"protein_coding","cyclin dependent kinase 20"
