"","symbol","Com.ES","ES.var","Qval","Qpval","tau2","Zval","Pval","FDR","AveFC","propDataset","chr","start","end","biotype","description"
"11","NDUFB5",-0.905064908462565,0.0372089933088645,42.310658546026,6.60186673716027e-06,0.274566748025487,-4.69197583188005,2.70579097616519e-06,3.03302302282981e-05,-0.34687136945037,1,"3",179604690,179627647,"protein_coding","NADH:ubiquinone oxidoreductase subunit B5"
"12","RNMT",-0.900469361398062,0.0230297758595727,25.8359029779442,0.00396726953805845,0.133481767499811,-5.93367950184333,2.96219804241105e-09,1.0422181741192e-07,-0.307415947434679,1,"18",13726660,13764556,"protein_coding","RNA guanine-7 methyltransferase"
"13","MED29",-0.884138737165116,0.0457740906710406,52.7411297324989,8.31710945500143e-08,0.364519411508794,-4.13247805659054,3.58873037373808e-05,0.000244604129006716,-0.285195064915105,1,"19",39391303,39400641,"protein_coding","mediator complex subunit 29"
"14","GHITM",-0.878877893110084,0.03465231423125,40.0451253627988,1.6637491162384e-05,0.253799347743058,-4.72130892968153,2.34331701287616e-06,2.71195764306459e-05,-0.390528408370764,1,"10",84139482,84154841,"protein_coding","growth hormone inducible transmembrane protein"
"15","SUB1",-0.875317148148551,0.0292917887607214,33.8005520728992,0.000199627203180827,0.200011658829143,-5.11437407474284,3.14782999444319e-07,5.21088458560855e-06,-0.432176630636076,1,"5",32531633,32604507,"protein_coding","SUB1 regulator of transcription"
"16","UBLCP1",-0.871763786254115,0.0296296177645974,34.0047712455519,0.000184354759332521,0.201259425291957,-5.0644909530081,4.09493082997869e-07,6.45857156392442e-06,-0.467305843286659,1,"5",159263290,159286036,"protein_coding","ubiquitin like domain containing CTD phosphatase 1"
"17","ATP5F1A",-0.869467049170435,0.0304928339759094,35.0170665206699,0.000124030661597717,0.210749691751029,-4.97913880365735,6.38678269826443e-07,9.25467685754019e-06,-0.37900570184374,1,"18",46080248,46104334,"protein_coding","ATP synthase F1 subunit alpha"
"18","BEX3",-0.868240159105741,0.0377713845751681,43.7876236983593,3.59371101144635e-06,0.285996088369428,-4.46743679777149,7.91623883467096e-06,7.17302605863381e-05,-0.430266101157835,1,"X",103376395,103378164,"protein_coding","brain expressed X-linked 3"
"19","IMMT",-0.867351931705591,0.0293793221516062,33.7797604128881,0.000201249949590477,0.199829135983439,-5.06027902212026,4.18643392618989e-07,6.5782352357756e-06,-0.278712113582902,1,"2",86143932,86195472,"protein_coding","inner membrane mitochondrial protein"
"20","LANCL2",-0.858730017151475,0.032571532618583,37.6133304283144,4.43057787380328e-05,0.231852568999284,-4.75814362258448,1.95381467515965e-06,2.33835385468481e-05,-0.341721423990574,1,"7",55365337,55433737,"protein_coding","LanC like glutathione S-transferase 2"
"21","TCEAL7",-0.852179687183731,0.0412277989645192,47.81186395496,6.71736476785715e-07,0.316490250095487,-4.19697230288596,2.70507000217357e-05,0.000195046856907923,-0.407521820169054,1,"X",103330229,103332326,"protein_coding","transcription elongation factor A like 7"
"22","CISD1",-0.848537152406067,0.027096880664579,31.2194417831296,0.000539706945696146,0.177324617161097,-5.154792795959,2.53911533354412e-07,4.36390120789989e-06,-0.487443423307548,1,"10",58269162,58289586,"protein_coding","CDGSH iron sulfur domain 1"
"23","TARBP1",-0.842343244696599,0.0192550636490528,22.0551367822913,0.0148261643523776,0.100431341575183,-6.0703903391772,1.27599730781469e-09,5.0087655515711e-08,-0.551569755075201,1,"1",234391313,234479179,"protein_coding","TAR (HIV-1) RNA binding protein 1"
"24","OCIAD1",-0.842166309669911,0.029463895249393,34.1287235101584,0.000175650026228913,0.202835522244851,-4.90628511983077,9.28175713621471e-07,1.26646024737975e-05,-0.316842897378681,1,"4",48805212,48861817,"protein_coding","OCIA domain containing 1"
"25","DTD1",-0.842131652078801,0.0314055940767925,36.0723497943784,8.17998656477326e-05,0.220053846933248,-4.75200057345953,2.01413801415029e-06,2.39691537430555e-05,-0.381430985601121,1,"20",18587942,18766644,"protein_coding","D-aminoacyl-tRNA deacylase 1"
"26","NIPSNAP1",-0.841937193733232,0.0384730812419854,45.1407140246563,2.05121889211023e-06,0.294021955759757,-4.29241012586409,1.76744098916437e-05,0.000138395825872789,-0.336254273334708,1,"22",29554808,29581327,"protein_coding","nipsnap homolog 1"
"27","PSMB2",-0.841483531404398,0.0555192415638446,66.0994777189504,2.49607064590861e-10,0.476917460705101,-3.57127964544791,0.000355241352582913,0.00158824438128867,-0.302761021224564,1,"1",35599541,35641526,"protein_coding","proteasome 20S subunit beta 2"
"28","ATP6V1E1",-0.835637970254704,0.04254839768544,49.9263529360703,2.7536201880464e-07,0.337549758647404,-4.0511335519169,5.0970103286696e-05,0.000325367406902938,-0.444142303321219,1,"22",17592136,17628749,"protein_coding","ATPase H+ transporting V1 subunit E1"
"29","SPCS1",-0.833880598231735,0.0528407353129824,62.318723080161,1.31613181848454e-09,0.445387617438418,-3.62760041623258,0.0002860675309313,0.00133160638291915,-0.278496263315352,1,"3",52704955,52711148,"protein_coding","signal peptidase complex subunit 1"
"30","COPS7A",-0.833652407581265,0.0446802911458646,52.1445988483117,1.07289032653419e-07,0.357689681934881,-3.9439101431288,8.01637055405369e-05,0.000471788633446964,-0.305692893182671,1,"12",6724014,6731875,"protein_coding","COP9 signalosome subunit 7A"
"31","NRXN3",-0.833477905612428,0.0244444708118827,27.7690947059164,0.00196542292495067,0.147742839810939,-5.33093972113823,9.77058487450222e-08,1.95970548865135e-06,-0.459295778483063,1,"14",78170373,79868291,"protein_coding","neurexin 3"
"32","ATP5PD",-0.832032355192854,0.0321178816758876,37.1097637514448,5.41716033922452e-05,0.226782356508619,-4.64265880633558,3.43954084236486e-06,3.6512582907849e-05,-0.370051180031234,1,"17",75038863,75046985,"protein_coding","ATP synthase peripheral stalk subunit d"
"33","EBNA1BP2",-0.830394180881595,0.0258758703845016,29.6190373461446,0.000988535460790219,0.163732144289227,-5.16222361987864,2.44033520058196e-07,4.21203056769847e-06,-0.389662894706108,1,"1",43164175,43270936,"protein_coding","EBNA1 binding protein 2"
"34","BCAS2",-0.829829603855534,0.0275770769963894,31.81486644144,0.000429893063306733,0.182129375039099,-4.99706280914131,5.82101134405377e-07,8.58262639655861e-06,-0.37393764867784,1,"1",114567557,114581629,"protein_coding","BCAS2 pre-mRNA processing factor"
"35","AFG3L2",-0.82677773262139,0.0291421468341578,33.4204313076349,0.000231425546566033,0.197142380890807,-4.84315089548128,1.2779616052061e-06,1.64655922679341e-05,-0.315936884330245,1,"18",12328944,12377227,"protein_coding","AFG3 like matrix AAA peptidase subunit 2"
"36","TXN",-0.823078780180655,0.0324472973412573,37.6422735782438,4.37959211426856e-05,0.230535877076672,-4.56932596773916,4.89295269634482e-06,4.8721119134451e-05,-0.296829732844957,1,"9",110243810,110256507,"protein_coding","thioredoxin"
"37","DNM1L",-0.818172258676007,0.0185426885684562,21.3731264566104,0.0186368514652612,0.0940747874717006,-6.00839391906053,1.87370141624399e-09,7.02721529372077e-08,-0.380286313256973,1,"12",32679200,32745650,"protein_coding","dynamin 1 like"
"38","KIFBP",-0.815094960891457,0.0302454456241833,34.9367143421333,0.000128008461758475,0.207112511902102,-4.68681935160204,2.77483689714586e-06,3.09066004848856e-05,-0.303290886897938,1,"10",68988803,69043544,"protein_coding","kinesin family binding protein"
"39","ATP5F1B",-0.809639205209026,0.0209404052133327,23.9008852963192,0.00786786184950946,0.115569467034418,-5.59498580720158,2.20639817527513e-08,5.6890462754643e-07,-0.424199086783536,1,"12",56638175,56645984,"protein_coding","ATP synthase F1 subunit beta"
"40","ATP5PB",-0.807437189454837,0.0364024882225991,42.7962291192118,5.4079867052431e-06,0.273853907561193,-4.23197616981262,2.31646957140619e-05,0.000172219996577319,-0.284058089587644,1,"1",111448864,111462773,"protein_coding","ATP synthase peripheral stalk-membrane subunit b"
"41","CDC123",-0.805108518713257,0.0433143636058516,50.7813662968793,1.91636592299075e-07,0.343246675199225,-3.8684630489991,0.000109523529439715,0.000606095491691634,-0.244269894391898,1,"10",12195965,12250589,"protein_coding","cell division cycle 123"
"42","TERF2IP",-0.800841802514801,0.0286965486122697,33.1896713147379,0.000253096364665913,0.193342430359687,-4.72750395918208,2.27296633292795e-06,2.63954941279209e-05,-0.318964188042677,1,"16",75647773,75761872,"protein_coding","TERF2 interacting protein"
"43","BEX4",-0.799582540658933,0.0360358219095601,42.3185906405859,6.58041389516194e-06,0.270099240099164,-4.21207491171801,2.53035593682505e-05,0.00018452994644825,-0.399366282504496,1,"X",103215108,103217246,"protein_coding","brain expressed X-linked 4"
"44","ACTR10",-0.799329532391091,0.0269280909152663,31.3462565573133,0.000514233449250204,0.177808240263187,-4.87105548399234,1.11003660108189e-06,1.47165532997876e-05,-0.369560176642788,1,"14",58200080,58235636,"protein_coding","actin related protein 10"
"45","PMS2",-0.797544371529708,0.0136020867283331,15.9031349131474,0.102439052229464,0.048852158606317,-6.83836196027399,8.01048116727543e-12,5.58081204501573e-10,-0.407508839718092,1,"7",5970925,6009130,"protein_coding","PMS1 homolog 2, mismatch repair system component"
"46","RAB11A",-0.796072129913563,0.0326032795839372,38.07264902154,3.68622912195751e-05,0.23424009462013,-4.40881398520701,1.03938248769975e-05,8.98463744502986e-05,-0.332563403933038,1,"15",65726054,65891989,"protein_coding","RAB11A, member RAS oncogene family"
"47","COPS4",-0.795398122175797,0.0154440139542521,17.9957371156239,0.0550355928799499,0.0659737298068998,-6.40036097714788,1.55010004831979e-10,7.94835462114022e-09,-0.414284208439364,1,"4",83034447,83075818,"protein_coding","COP9 signalosome subunit 4"
"48","RGS4",-0.794949774377556,0.0277361558405114,32.0572470356522,0.000391735529383539,0.183311136756858,-4.77327610084466,1.8125303395955e-06,2.19548867847376e-05,-0.917874475724499,1,"1",163068775,163076802,"protein_coding","regulator of G protein signaling 4"
"49","MDH1",-0.793612684161489,0.0281122922354156,32.7772239829077,0.000296884548595924,0.189110978873925,-4.73326119828547,2.20940870021558e-06,2.58542174895737e-05,-0.606339246569259,1,"2",63588609,63607197,"protein_coding","malate dehydrogenase 1"
"50","PSMD14",-0.793111851360381,0.0207539581263789,23.9963108171301,0.00761018890136894,0.115680409860126,-5.50533779504075,3.68461077204785e-08,8.67161192884639e-07,-0.30667693882885,1,"2",161308425,161411717,"protein_coding","proteasome 26S subunit, non-ATPase 14"
"51","ATXN10",-0.792001392670454,0.0327477544261237,38.343328222048,3.30677909557376e-05,0.236899849826348,-4.37658313791788,1.20554221310076e-05,0.000101539664386069,-0.246719696917736,1,"22",45671798,45845307,"protein_coding","ataxin 10"
"52","G3BP2",-0.789270441635957,0.0229807661208409,26.4281987389575,0.00320502346934533,0.135413736845356,-5.20647260072359,1.9246409710405e-07,3.4404796967453e-06,-0.403585194258569,1,"4",75641849,75724589,"protein_coding","G3BP stress granule assembly factor 2"
"53","PPME1",-0.786316152365388,0.0240966442404081,27.8914774011042,0.00187888775641842,0.147572954040905,-5.06546027748777,4.07414730840827e-07,6.43543989256081e-06,-0.346747904704938,1,"11",74171267,74254703,"protein_coding","protein phosphatase methylesterase 1"
"54","UQCRC2",-0.785270096770454,0.021152898608108,24.3442371901078,0.00673726942085982,0.118804627706708,-5.39925844081842,6.69169180067541e-08,1.41932599295377e-06,-0.31147439235377,1,"16",21953288,21983660,"protein_coding","ubiquinol-cytochrome c reductase core protein 2"
"55","LETMD1",-0.784097494835066,0.0499576909615396,58.7337848012462,6.28717085147503e-09,0.413435040759014,-3.50807514585492,0.000451361535302119,0.0019325695365805,-0.243506721680527,1,"12",51047962,51060424,"protein_coding","LETM1 domain containing 1"
"56","LRPPRC",-0.784032778920033,0.0226479722600217,26.0376961446808,0.00368981615109997,0.132664985876331,-5.20978208369011,1.89062558275666e-07,3.39820125921129e-06,-0.312304270536528,1,"2",43886224,43996226,"protein_coding","leucine rich pentatricopeptide repeat containing"
"57","IDI1",-0.783080502239655,0.0282407539610262,32.955566661044,0.000277108681746153,0.188877226442052,-4.65981062303861,3.16500439567768e-06,3.42197803109242e-05,-0.335575726707976,1,"10",1039152,1049119,"protein_coding","isopentenyl-diphosphate delta isomerase 1"
"58","BABAM2",-0.781140054165543,0.0238600517445533,27.4549834189899,0.00220555707307159,0.146000122723198,-5.05700306565328,4.25896394595782e-07,6.67163906297756e-06,-0.38021327996195,1,"2",27889941,28338901,"protein_coding","BRISC and BRCA1 A complex member 2"
"59","AIG1",-0.779761217840987,0.0159698201510499,18.5557523919185,0.0462818896084445,0.0702806411026392,-6.1703758520013,6.81278589098611e-10,2.93731588414647e-08,-0.249344095161202,1,"6",143060496,143341058,"protein_coding","androgen induced 1"
"60","ACADSB",-0.770336916063902,0.0229515374781262,26.5925677805849,0.00301987375369025,0.136461131488137,-5.08481104542201,3.67992237793047e-07,5.94666411917489e-06,-0.312947995467575,1,"10",123008979,123058290,"protein_coding","acyl-CoA dehydrogenase short/branched chain"
"61","NDUFAB1",-0.769556474091304,0.0286668403414215,33.4045573469994,0.000232856183252575,0.194645285896402,-4.54517471817162,5.48897039642782e-06,5.35906900885574e-05,-0.417462330735154,1,"16",23581014,23596316,"protein_coding","NADH:ubiquinone oxidoreductase subunit AB1"
"62","YWHAZ",-0.769113659947912,0.0254541989488697,29.8174924296545,0.00091753723377509,0.163513498190528,-4.82070779437707,1.43049763523528e-06,1.80984186682804e-05,-0.423872533285817,1,"8",100916523,100953388,"protein_coding","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"63","MAGED1",-0.768811862187375,0.0211066613304816,24.4425164880706,0.0065085765602514,0.119396151208396,-5.29188386576759,1.21062764479873e-07,2.34977911868684e-06,-0.374380761111149,1,"X",51803007,51902354,"protein_coding","MAGE family member D1"
"64","BEX2",-0.764349498270494,0.0256630109307043,29.9210601792692,0.000882481721004064,0.164708306248179,-4.7713159991545,1.83026133493414e-06,2.21187240017313e-05,-0.512627367102915,1,"X",103309346,103311007,"protein_coding","brain expressed X-linked 2"
"65","PPP2R2B",-0.763571354248671,0.0277771892103311,32.3160737005065,0.000354644113885073,0.185239175048961,-4.58147666289353,4.61704134746554e-06,4.64352533225024e-05,-0.284509741281625,1,"5",146580742,147084784,"protein_coding","protein phosphatase 2 regulatory subunit Bbeta"
"66","ZNF25",-0.763412119444403,0.0170650290616532,19.9850555214879,0.0293943549982918,0.0818266841175513,-5.84393711739694,5.09812791982256e-09,1.62522138534949e-07,-0.406657900032634,1,"10",37949573,37976647,"protein_coding","zinc finger protein 25"
"67","ATP6V1G1",-0.762827432778066,0.0319818691050438,37.6736126982904,4.32503690668085e-05,0.22781427440787,-4.26554356636161,1.99416094526228e-05,0.000152349841279297,-0.236066460846095,1,"9",114587706,114598915,"protein_coding","ATPase H+ transporting V1 subunit G1"
"68","SCG5",-0.759564422433647,0.0197090905239573,22.877795263416,0.0112067557558213,0.105839319565375,-5.41042426688862,6.28756091636262e-08,1.34990083347214e-06,-0.537447904260861,1,"15",32641676,32697098,"protein_coding","secretogranin V"
"69","DYNC2LI1",-0.759111535124343,0.024450794217036,28.3328094221285,0.00159643961420932,0.151851069420424,-4.85466320144321,1.20591521057811e-06,1.57202329805226e-05,-0.41688561060515,1,"2",43774039,43810010,"protein_coding","dynein cytoplasmic 2 light intermediate chain 1"
"70","BEX1",-0.758980875582132,0.0235317172214213,27.3619557458159,0.00228196445738435,0.143182475707672,-4.94770756261553,7.50926120174356e-07,1.05752915451596e-05,-0.62213390863763,1,"X",103062651,103064171,"protein_coding","brain expressed X-linked 1"
"71","CD99L2",-0.757244115370192,0.032287389016908,37.9690048242495,3.84260944255132e-05,0.230788284911623,-4.21424173635489,2.50618747259512e-05,0.000183537015048386,-0.246374540613528,1,"X",150766336,150898816,"protein_coding","CD99 molecule like 2"
"72","ATP6AP2",-0.756387898297032,0.0228051531860921,26.5340819291676,0.00308453943149535,0.136223778674175,-5.00873523142389,5.47888832080901e-07,8.21637991944558e-06,-0.386272844370605,1,"X",40579372,40606848,"protein_coding","ATPase H+ transporting accessory protein 2"
"73","PWP1",-0.755464359271016,0.0247558231367406,28.9550100752112,0.00126711246150816,0.155700278695342,-4.8014818849091,1.5749575856816e-06,1.96077559779532e-05,-0.246889055122579,1,"12",107685799,107713162,"protein_coding","PWP1 homolog, endonuclein"
"74","ATAD1",-0.754313309877901,0.0216148530658761,25.0527314583007,0.00524644534616873,0.12380274964798,-5.13068825214066,2.88684682159257e-07,4.85914057010461e-06,-0.287672217282088,1,"10",87751512,87841361,"protein_coding","ATPase family AAA domain containing 1"
"75","CHCHD2",-0.753945714228779,0.0387635041113248,45.5734592572213,1.71326815624325e-06,0.296834655267633,-3.82938085986936,0.000128466058475052,0.000693057915465408,-0.271169365090877,1,"7",56094567,56106479,"protein_coding","coiled-coil-helix-coiled-coil-helix domain containing 2"
"76","GLO1",-0.750418596955135,0.0506661009570389,60.6613040897491,2.71640475635185e-09,0.424469879075656,-3.33384071492328,0.000856556941237319,0.00325306101870635,-0.198727212048958,1,"6",38675925,38703145,"protein_coding","glyoxalase I"
"77","TIPRL",-0.750302658753446,0.017090847054089,19.9717102569159,0.0295213997799578,0.0816727856132591,-5.73924403555885,9.51000989068973e-09,2.79847004335821e-07,-0.344281852151592,1,"1",168178962,168202109,"protein_coding","TOR signaling pathway regulator"
"78","SKP1",-0.750099945826413,0.0365686184255092,43.4857400051423,4.07076959113676e-06,0.278134627265959,-3.92251720947867,8.76286320758979e-05,0.000505956756003538,-0.282185642732536,1,"5",134148935,134176964,"protein_coding","S-phase kinase associated protein 1"
"79","USP5",-0.749522692632544,0.032394632235954,37.6310545007295,4.39928652585859e-05,0.230134632744729,-4.16435993171507,3.12227232865947e-05,0.000218069484917755,-0.302851631411927,1,"12",6852148,6866632,"protein_coding","ubiquitin specific peptidase 5"
"80","ICA1",-0.748406073828701,0.028538558194041,33.2367493125595,0.000248519702699326,0.193087609500312,-4.43017915536575,9.41548345778642e-06,8.27492781753661e-05,-0.516459553119137,1,"7",8113184,8262687,"protein_coding","islet cell autoantigen 1"
"81","DHX36",-0.747212676245795,0.0154853425382209,17.9726137056089,0.0554273702386799,0.0654149910306853,-6.0045964164974,1.91808413596561e-09,7.14274163198522e-08,-0.311273567299009,1,"3",154272546,154324487,"protein_coding","DEAH-box helicase 36"
"82","WBP2",-0.745600189444521,0.0253971472687557,29.2720860390639,0.00112570035250198,0.159287428278265,-4.6785744097862,2.88876337872779e-06,3.19220491010676e-05,-0.269580669645528,1,"17",75845699,75856507,"protein_coding","WW domain binding protein 2"
"83","GABARAPL1",-0.745066535922292,0.0358929060326197,42.3752247153594,6.42923239547021e-06,0.268130361422843,-3.93269935410805,8.39972674928635e-05,0.00048915098479099,-0.356903128385963,1,"12",10212458,10223128,"protein_coding","GABA type A receptor associated protein like 1"
"84","ACTB",-0.744214445847056,0.0200816592392161,23.2287396252948,0.00993303466515147,0.108845773463326,-5.25168052852503,1.50717711644432e-07,2.83387010991855e-06,-0.357763760173133,1,"7",5526409,5563902,"protein_coding","actin beta"
"85","SCG2",-0.74393966310369,0.024882065062337,28.9736190401172,0.00125835670215326,0.156221186277592,-4.71622485828496,2.40260899020406e-06,2.75932822892431e-05,-0.648084724707977,1,"2",223596940,223602361,"protein_coding","secretogranin II"
"86","COPG1",-0.74283427336084,0.0304666061770421,35.375569309019,0.000107712301866856,0.211698374370697,-4.25578710093655,2.08314861227521e-05,0.000157943952440614,-0.3036900815856,1,"3",129249606,129277773,"protein_coding","COPI coat complex subunit gamma 1"
"87","DNAJA2",-0.742798960703954,0.0201492783869082,23.3105016788529,0.00965670596739484,0.109488671768909,-5.23288919550011,1.6688078563476e-07,3.07997520153978e-06,-0.296620328303415,1,"16",46955362,46973674,"protein_coding","DnaJ heat shock protein family (Hsp40) member A2"
"88","VDAC1",-0.741722056000146,0.0255893219867822,29.9296098742699,0.000879646795030608,0.164537284177636,-4.63672996382526,3.5396435040802e-06,3.73303756019286e-05,-0.37051975017741,1,"5",133971871,134004975,"protein_coding","voltage dependent anion channel 1"
"89","PCMT1",-0.741273780954677,0.0302861227322106,35.7858222388063,9.16152598973901e-05,0.212573614676505,-4.25948212740733,2.04901081073405e-05,0.000155804797462394,-0.366601655660592,1,"6",149749444,149811420,"protein_coding","protein-L-isoaspartate (D-aspartate) O-methyltransferase"
"90","ARF1",-0.740492703049871,0.0283111364874115,33.0299709613345,0.000269244796694645,0.190298193051274,-4.40090639570731,1.07799623669802e-05,9.26513105397318e-05,-0.217723483272944,1,"1",228082708,228099212,"protein_coding","ADP ribosylation factor 1"
"91","RBM3",-0.740236566414155,0.038738655542038,45.6764305782773,1.64134548299365e-06,0.296549959260835,-3.76095608722889,0.000169265146151343,0.000869611464261854,-0.515970210568185,1,"X",48574449,48581162,"protein_coding","RNA binding motif protein 3"
"92","CFL1",-0.738684379034136,0.03298769545579,38.4578613789158,3.158057117364e-05,0.236562149646842,-4.06708198281344,4.760549868843e-05,0.000308285531672689,-0.228890630396505,1,"11",65823022,65862026,"protein_coding","cofilin 1"
"93","ORC3",-0.737640902313281,0.0110212046941893,13.5683364321598,0.193606911389275,0.0291986645829285,-7.0263609510088,2.11985984321927e-12,1.776966179336e-10,-0.350775295057121,1,"6",87590067,87677823,"protein_coding","origin recognition complex subunit 3"
"94","TOMM70",-0.736538693777219,0.0183100548153586,21.3143777940008,0.0190049706975593,0.0929461315602676,-5.44315554544461,5.23449006362142e-08,1.15082205787455e-06,-0.344819440328115,1,"3",100363431,100401089,"protein_coding","translocase of outer mitochondrial membrane 70"
"95","NDFIP1",-0.736518978505604,0.0376877927972812,44.7050502760115,2.45799348994673e-06,0.289199619097236,-3.7938800026266,0.000148311369792653,0.000780703332608811,-0.374463189620489,1,"5",142108779,142154440,"protein_coding","Nedd4 family interacting protein 1"
"96","GMPR2",-0.736083501350939,0.0195385892491398,22.3397869744457,0.0134641428397251,0.101279577964139,-5.26599548017518,1.39431714396565e-07,2.64292186567904e-06,-0.246619775140253,1,"HG1_PATCH",533400,540220,"protein_coding","guanosine monophosphate reductase 2"
"97","UBE2N",-0.735651909341813,0.0380323411770244,44.9427453780437,2.22706250870867e-06,0.290806307765362,-3.77220977672614,0.000161808124809149,0.000838532745316376,-0.346181991471711,1,"12",93405673,93441947,"protein_coding","ubiquitin conjugating enzyme E2 N"
"98","RTCA",-0.733958502037002,0.0189017385081866,21.9919617554561,0.0151456028255117,0.0985323043760873,-5.33851700291964,9.37099198239366e-08,1.89582376259195e-06,-0.341704310410388,1,"1",100266216,100292769,"protein_coding","RNA 3'-terminal phosphate cyclase"
"99","HINT1",-0.73389048129991,0.0243842170553708,28.5375641167402,0.0014798207433461,0.152215301880885,-4.69977262292995,2.60451316047572e-06,2.94776529835444e-05,-0.31209466771631,1,"5",131155383,131224468,"protein_coding","histidine triad nucleotide binding protein 1"
"100","AP3M2",-0.732871962251748,0.016317082133966,19.1741175452446,0.038106053250459,0.075133667791418,-5.73729072307338,9.6203041088927e-09,2.82302926710045e-07,-0.310788928967059,1,"8",42152946,42171673,"protein_coding","adaptor related protein complex 3 subunit mu 2"
"101","FBXO9",-0.731368003653291,0.0240700029676136,27.8078797470158,0.00193758911650042,0.146415391066877,-4.71409016316564,2.42793145388553e-06,2.78222977479252e-05,-0.257740367910561,1,"6",53051991,53100873,"protein_coding","F-box protein 9"
"102","PRPF19",-0.730805055990462,0.0285074936039068,33.6350461841337,0.000212908252849854,0.194279892681314,-4.3283465515758,1.50232948186169e-05,0.000121293216801112,-0.326163396131886,1,"11",60890547,60906585,"protein_coding","pre-mRNA processing factor 19"
"103","EMC4",-0.729990967327797,0.0309026830057762,36.0969423868777,8.10072672706037e-05,0.215133378171922,-4.15259324188741,3.28728742873263e-05,0.000227290593166397,-0.233961246523736,1,"15",34225013,34230156,"protein_coding","ER membrane protein complex subunit 4"
"104","HPRT1",-0.729633524937193,0.0208693424949321,24.5407013490516,0.00628752892110636,0.11880499692049,-5.05068632535532,4.40225462750021e-07,6.86420474038794e-06,-0.576877537104824,1,"X",134460165,134520513,"protein_coding","hypoxanthine phosphoribosyltransferase 1"
"105","SLC30A9",-0.72939517501127,0.0153136128583851,18.0188474120087,0.054646543485618,0.0655042203964193,-5.8941889556538,3.76526121392828e-09,1.27570202803625e-07,-0.342932012276312,1,"4",41990502,42090461,"protein_coding","solute carrier family 30 member 9"
"106","TXNDC15",-0.72712982316326,0.0256606663728265,29.8604910870404,0.000902821570215509,0.16435689419122,-4.53918614073438,5.64717685946903e-06,5.49822309686387e-05,-0.201956617476398,1,"5",134874371,134901635,"protein_coding","thioredoxin domain containing 15"
"107","PLEKHB2",-0.726214029348822,0.0428213214905701,50.2217674429053,2.42976266940842e-07,0.336521471221454,-3.50941397920201,0.000449095301882529,0.00192325771455494,-0.231392083488745,1,"2",131104847,131353709,"protein_coding","pleckstrin homology domain containing B2"
"108","ROBO2",-0.726199602245449,0.0281224769534891,32.8470442935366,0.000288983106627967,0.18787984852163,-4.33041204362956,1.48830585982029e-05,0.000120484629821543,-0.576903248503476,1,"3",75906695,77649964,"protein_coding","roundabout guidance receptor 2"
